role,date,location,link,source,keywords_matched
"Director of TPM, Security San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-tpm-security-7777584002,Databricks,
"Director of TPM, Security Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-tpm-security-7909814002,Databricks,
"Director of Engineering (Service Foundations) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-engineering-service-foundations-8290839002,Databricks,
"Director of Engineering (Lakeflow) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-engineering-lakeflow-8139277002,Databricks,
"Director of Engineering (Data Infrastructure) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-engineering-data-infrastructure-8290810002,Databricks,
"Director of Engineering (Data Infrastructure) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/director-of-engineering-data-infrastructure-8220993002,Databricks,
"Director Finance, IT Product Specialist Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-it/director-finance-it-product-specialist-8095230002,Databricks,
"Director - Support Engineering (Data & AI) Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-engineering/director---support-engineering-data--ai-8163200002,Databricks,
"Digital Native Hunter Account Executive Denver, Colorado; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/digital-native-hunter-account-executive-7837608002,Databricks,
"Digital Native Account Executive Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/digital-native-account-executive-8084296002,Databricks,
Digital Native Account Executive - China (Singapore Based) China; Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/digital-native-account-executive---china-singapore-based-8194902002,Databricks,
"Developer Advocate - Neon San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/developer-advocate---neon-8124845002,Databricks,
"Developer Advocate - Neon San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/developer-advocate---neon-8124849002,Databricks,
Deployment Strategist United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/deployment-strategist-8237352002,Databricks,
"Deployment Strategist London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/deployment-strategist-8251115002,Databricks,
"Delivery Solutions Architect Zürich, Switzerland",2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8309177002,Databricks,
Delivery Solutions Architect West Coast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8114324002,Databricks,
Delivery Solutions Architect Southeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8221173002,Databricks,
Delivery Solutions Architect Remote - Virginia,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8141400002,Databricks,
Delivery Solutions Architect Remote - Germany,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8219393002,Databricks,
Delivery Solutions Architect Northeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8221169002,Databricks,
"Delivery Solutions Architect Manager London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/delivery-solutions-architect-manager-8158612002,Databricks,
Delivery Solutions Architect Central - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8221164002,Databricks,
Delivery Solutions Architect Canada,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8251677002,Databricks,
"Delivery Solutions Architect Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8219391002,Databricks,
"Delivery Solutions Architect Auckland, New Zealand",2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-8285292002,Databricks,
Delivery Solutions Architect - Public Sector Remote - Washington D.C.,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect---public-sector--8289852002,Databricks,
Delivery Solutions Architect - High-Tech & Manufacturing United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect---high-tech--manufacturing-7933497002,Databricks,
Delivery Solutions Architect - Healthcare & Life Sciences Northeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect---healthcare--life-sciences-8233904002,Databricks,
Delivery Solutions Architect - Financial Services Remote - Georgia; Remote - Illinois; Remote - Massachusetts; Remote - New York; Remote - North Carolina; Remote - Texas,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect---financial-services-8183333002,Databricks,
Delivery Solutions Architect - Digital Native Business United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect---digital-native-business-8251681002,Databricks,
"Delivery Solutions Architect (Onsite in San Diego, CA) San Diego, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/delivery-solutions-architect-onsite-in-san-diego-ca-8055321002,Databricks,
"Delivery Partner Manager, Services Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/delivery-partner-manager-services-8298163002,Databricks,
"Databricks Enterprise Lead Security Architect - Principal IT Software Engineer Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/databricks-enterprise-lead-security-architect-----principal-it-software-engineer-8207910002,Databricks,
"Data Science Intern (2026 Start) Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/data-science-intern-2026-start-6866538002,Databricks,
Core Account Executive - Thailand (Singapore Based) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/core-account-executive---thailand-singapore-based-8059439002,Databricks,
Core Account Executive - Taiwan (Singapore Based) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/core-account-executive---taiwan-singapore-based-7852664002,Databricks,
"Contracts Negotiator - Healthcare & Life Sciences Bellevue, Washington; Chicago, Illinois; Denver, Colorado; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/contracts-negotiator---healthcare--life-sciences-8223331002,Databricks,
"Cloud Partner Development Representative Chicago, Illinois; Denver, Colorado; New York City, New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/cloud-partner-development-representative--8029496002,Databricks,
"Business Value Consultant Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/value-acceleration/business-value-consultant-8282505002,Databricks,
"Business Systems Analyst - Workday Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/business-systems-analyst----workday-8210141002,Databricks,
"Business Development Representative Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-7756966002,Databricks,
"Business Development Representative Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-8167348002,Databricks,
"Business Development Representative Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-8031572002,Databricks,
"Business Development Representative Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-8011326002,Databricks,
"Business Development Representative Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-8167353002,Databricks,
"Business Development Representative Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-8290787002,Databricks,
"Business Development Representative San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-7258980002,Databricks,
"Business Development Representative Denver, Colorado",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-7258974002,Databricks,
"Business Development Representative Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-7258972002,Databricks,
"Business Development Representative (German-speaking, DACH) Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-german-speaking-dach-8173664002,Databricks,
"Business Development Representative (French and German-speaking) Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-french-and-german-speaking-7863276002,Databricks,
"Business Development Representative (Benelux, Dutch-speaking) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/business-development-representative-benelux-dutch-speaking-7738074002,Databricks,
"Big Data Solutions Architect, Professional Services London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/-big-data-solutions-architect-professional-services-7987829002,Databricks,
"Big Data Solutions Architect (Professional Services) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/big-data-solutions-architect-professional-services--8150080002,Databricks,
"Big Data Solutions Architect (Professional Services) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/big-data-solutions-architect-professional-services-8187465002,Databricks,
"Big Data Manager, Professional Services Remote - India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/big-data-manager-professional-services-8081662002,Databricks,
"Big Data Architect Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/big-data-architect-8218953002,Databricks,
"Backline Manager (Apache Spark™) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/backline-manager-apache-spark-8145635002,Databricks,
"BDR Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/bdr-8034217002,Databricks,
BDR (GCR Territory) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/bdr-gcr-territory-8167344002,Databricks,
"Associate, Professional Services Operations (Business Outcomes) United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/associate-professional-services-operations-business-outcomes-8231134002,Databricks,
"Account Executive - West Mumbai, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/account-executive---west-6918763002,Databricks,
"Account Executive - Manufacturing Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/account-executive---manufacturing--7852666002,Databricks,
"Account Executive - Enterprise Hunter Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/account-executive---enterprise-hunter-7852596002,Databricks,
APJ Financial Services GTM Leader Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/go-to-market-/apj-financial-services-gtm-leader-8111560002,Databricks,
AI Engineer - FDE (Forward Deployed Engineer) United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8024010002,Databricks,
"AI Engineer - FDE (Forward Deployed Engineer) Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8298792002,Databricks,
AI Engineer - FDE (Forward Deployed Engineer) Remote - Netherlands,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8228759002,Databricks,
AI Engineer - FDE (Forward Deployed Engineer) Remote - India,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8099751002,Databricks,
AI Engineer - FDE (Forward Deployed Engineer) Remote - Germany,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8228769002,Databricks,
AI Engineer - FDE (Forward Deployed Engineer) Remote - France,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8228763002,Databricks,
"AI Engineer - FDE (Forward Deployed Engineer) Melbourne, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8330188002,Databricks,
"AI Engineer - FDE (Forward Deployed Engineer) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/ai-engineer---fde-forward-deployed-engineer-8024004002,Databricks,
"AI & Data Sr. Solutions Engineer (Emerging Enterprise, Startups & Digital Natives) Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/ai--data-sr-solutions-engineer-emerging-enterprise-startups--digital-natives-8216755002,Databricks,
